shistory;0;0;1999;1;0
shistory;0;1;1999;1;0
shistory;0;2;1999;1;0
shistory;0;3;1999;1;0
shistory;0;4;1998;2;0
shistory;0;5;1998;2;0
shistory;0;6;1997;3;0
shistory;0;7;1996;4;0
shistory;0;8;1994;6;0
shistory;0;9;1984;16;0
shistory;0;10;1978;22;0
shistory;0;11;1970;30;0
shistory;0;12;1966;34;0
shistory;0;13;1958;42;0
shistory;0;14;1956;44;0
shistory;0;15;1950;50;0
shistory;0;16;1940;60;0
shistory;0;17;1933;67;0
shistory;0;18;1922;78;0
shistory;0;19;1910;90;0
shistory;0;20;1902;98;0
shistory;0;21;1895;105;0
shistory;0;22;1886;114;0
shistory;0;23;1880;120;0
shistory;0;24;1853;147;0
shistory;0;25;1812;188;0
shistory;0;26;1774;226;0
shistory;0;27;1744;256;0
shistory;0;28;1721;279;0
shistory;0;29;1690;310;0
shistory;0;30;1661;338;1
shistory;0;31;1623;376;1
shistory;0;32;1584;415;1
shistory;0;33;1551;448;1
shistory;0;34;1512;486;2
shistory;0;35;1467;531;2
shistory;0;36;1423;574;3
shistory;0;37;1385;611;4
shistory;0;38;1342;652;6
shistory;0;39;1303;681;16
shistory;0;40;1271;707;22
shistory;0;41;1247;723;30
shistory;0;42;1223;743;34
shistory;0;43;1196;762;42
shistory;0;44;1167;789;44
shistory;0;45;1141;809;50
shistory;0;46;1116;824;60
shistory;0;47;1080;853;67
shistory;0;48;1047;875;78
shistory;0;49;1019;891;90
shistory;0;50;983;919;98
shistory;0;51;946;949;105
shistory;0;52;897;989;114
shistory;0;53;855;1025;120
shistory;0;54;810;1043;147
shistory;0;55;775;1037;188
shistory;0;56;727;1047;226
shistory;0;57;696;1048;256
shistory;0;58;649;1072;279
shistory;0;59;600;1090;310
shistory;0;60;558;1103;339
shistory;0;61;525;1098;377
shistory;0;62;487;1097;416
shistory;0;63;450;1101;449
shistory;0;64;415;1097;488
shistory;0;65;379;1088;533
shistory;0;66;347;1076;577
shistory;0;67;318;1067;615
shistory;0;68;299;1043;658
shistory;0;69;276;1027;697
shistory;0;70;250;1021;729
shistory;0;71;224;1023;753
shistory;0;72;214;1009;777
shistory;0;73;197;999;804
shistory;0;74;180;987;833
shistory;0;75;169;972;859
shistory;0;76;153;963;884
shistory;0;77;139;941;920
shistory;0;78;128;919;953
shistory;0;79;118;901;981
shistory;0;80;109;874;1017
shistory;0;81;107;839;1054
shistory;0;82;94;803;1103
shistory;0;83;85;770;1145
shistory;0;84;77;733;1190
shistory;0;85;73;702;1225
shistory;0;86;70;657;1273
shistory;0;87;64;632;1304
shistory;0;88;62;587;1351
shistory;0;89;59;541;1400
shistory;0;90;57;501;1442
shistory;0;91;53;472;1475
shistory;0;92;49;438;1513
shistory;0;93;49;401;1550
shistory;0;94;48;367;1585
shistory;0;95;48;331;1621
shistory;0;96;45;302;1653
shistory;0;97;44;274;1682
shistory;0;98;44;255;1701
shistory;0;99;43;233;1724
shistory;0;100;43;207;1750
shistory;0;101;42;182;1776
shistory;0;102;38;176;1786
shistory;0;103;38;159;1803
shistory;0;104;38;142;1820
shistory;0;105;38;131;1831
shistory;0;106;38;115;1847
shistory;0;107;38;101;1861
shistory;0;108;38;90;1872
shistory;0;109;38;80;1882
shistory;0;110;37;72;1891
shistory;0;111;37;70;1893
shistory;0;112;37;57;1906
shistory;0;113;37;48;1915
shistory;0;114;37;40;1923
shistory;0;115;37;36;1927
shistory;0;116;37;33;1930
shistory;0;117;37;27;1936
shistory;0;118;37;25;1938
shistory;0;119;37;22;1941
shistory;0;120;36;21;1943
shistory;0;121;36;17;1947
shistory;0;122;36;13;1951
shistory;0;123;35;14;1951
shistory;0;124;35;13;1952
shistory;0;125;35;13;1952
shistory;0;126;35;10;1955
shistory;0;127;35;9;1956
shistory;0;128;35;9;1956
shistory;0;129;35;8;1957
shistory;0;130;35;8;1957
shistory;0;131;35;7;1958
shistory;0;132;35;3;1962
shistory;0;133;35;3;1962
shistory;0;134;35;3;1962
shistory;0;135;35;3;1962
shistory;0;136;35;3;1962
shistory;0;137;35;3;1962
shistory;0;138;35;3;1962
shistory;0;139;35;3;1962
shistory;0;140;35;2;1963
shistory;0;141;35;2;1963
shistory;0;142;35;2;1963
shistory;0;143;35;2;1963
shistory;0;144;35;2;1963
shistory;0;145;35;2;1963
shistory;0;146;35;2;1963
shistory;0;147;35;2;1963
shistory;0;148;35;2;1963
shistory;0;149;35;2;1963
shistory;0;150;35;1;1964
shistory;0;151;35;1;1964
shistory;0;152;35;1;1964
shistory;0;153;35;0;1965
2000;153;0.023634;0
